date,symbol,borrow_apy,utilization,protocol
2025-01-17,USDC,7.981195252227283,34.44241823812291,morpho
2025-01-24,USDC,9.905363712848384,37.140871759777,morpho
2025-01-31,USDC,8.931835298421129,36.86555512599023,morpho
2025-02-07,USDC,6.547298264003378,34.315708042134865,morpho
2025-02-14,USDC,6.268920779966662,34.30826476057047,morpho
2025-02-21,USDC,5.343506572832227,31.83002050486649,morpho
2025-02-28,USDC,4.7994128737116695,36.107802600198895,morpho
2025-03-07,USDC,4.179227284112027,35.52804180212078,morpho
2025-03-14,USDC,8.63595753692341,45.31856377782003,morpho
2025-03-21,USDC,4.922754099316711,44.924328686892096,morpho
2025-03-28,USDC,4.093790147893268,41.391785644600404,morpho
2025-04-04,USDC,4.073474097399989,43.76386597911083,morpho
2025-04-11,USDC,4.029788306577356,43.81767272673909,morpho
2025-04-18,USDC,3.9291927545850736,44.28564014416485,morpho
2025-04-25,USDC,4.379560304274507,45.9389729619584,morpho
2025-05-02,USDC,4.321590744235339,47.687053204186036,morpho
2025-05-09,USDC,4.080978398382053,46.69903295388138,morpho
2025-05-16,USDC,4.183212184846798,48.40122086527193,morpho
2025-05-23,USDC,7.77309359700652,50.138690644997,morpho
2025-05-30,USDC,5.739719743265041,50.511637193108186,morpho
2025-06-06,USDC,5.769327517164057,53.926253350357186,morpho
2025-06-13,USDC,4.948338226552961,53.126695961383255,morpho
2025-06-20,USDC,4.565549163957239,51.93699581058154,morpho
2025-06-27,USDC,3.8419204301708088,44.73594035235965,morpho
2025-07-04,USDC,3.7613777340711643,50.6438837051996,morpho
2025-07-11,USDC,5.401665784551619,57.39729118659752,morpho
2025-07-18,USDC,4.185286762381465,56.43384330510951,morpho
2025-07-25,USDC,5.658960049512375,59.00574224513012,morpho
2025-08-01,USDC,10.14771356354099,59.2372722778843,morpho
2025-08-08,USDC,4.916102963233872,57.0620291872096,morpho
2025-08-15,USDC,4.443539483957769,57.31318229747024,morpho
2025-08-22,USDC,4.2676030718420455,60.32726103342926,morpho
2025-08-29,USDC,4.012144134436131,59.92417774093543,morpho
2025-09-05,USDC,6.284846412715868,66.10842555741128,morpho
2025-09-12,USDC,5.753246173304893,63.716198646921605,morpho
2025-09-19,USDC,6.832082315430784,65.01151231756359,morpho
2025-09-26,USDC,4.77186671224969,61.665271713451475,morpho
2025-10-03,USDC,6.976255863566498,60.607495398697374,morpho
2025-10-10,USDC,4.989070272824614,59.19515599989933,morpho
2025-10-17,USDC,4.685335699834678,57.75356142590741,morpho
2025-10-24,USDC,4.566202038812812,60.25470908932164,morpho
2025-10-31,USDC,4.487520845074331,59.89368260925285,morpho
2025-11-07,USDC,4.448522571608892,62.857571916887835,morpho
2025-11-14,USDC,4.0650913690115775,58.35889587337807,morpho
2025-11-21,USDC,3.8544796414466993,60.92046456633017,morpho
2025-11-28,USDC,3.7610692931063574,62.44638653351594,morpho
2025-12-05,USDC,4.012950589202909,62.08133167909066,morpho
2025-12-12,USDC,3.738723061860035,61.09414220692775,morpho
2025-12-19,USDC,3.7215517642687845,61.15756397665854,morpho
2025-12-26,USDC,4.530414299752298,62.215510899834825,morpho
2026-01-02,USDC,5.14103965226197,62.88515570341857,morpho
2026-01-09,USDC,3.5755599702850347,55.23364525605915,morpho
2026-01-16,USDC,3.810423906233017,60.70280076294367,morpho
2026-01-23,USDC,3.8044581962591675,64.16536381687145,morpho
2026-01-30,USDC,3.7717505603269212,64.09860090010089,morpho
2026-02-06,USDC,4.391040178795454,70.11464367013205,morpho
2026-02-13,USDC,3.4309835585873034,68.11394164952573,morpho
2026-02-20,USDC,3.470197365827167,69.23884564976863,morpho
2026-02-27,USDC,3.0863232242313012,65.13260716459112,morpho
2026-03-06,USDC,3.207377681856252,69.10507606303459,morpho
2026-03-13,USDC,3.043991054397702,64.48196883786298,morpho
2026-03-20,USDC,3.2116216607254793,66.6877789445684,morpho
2026-03-27,USDC,3.083595284183847,66.81867183817188,morpho
2026-04-03,USDC,2.676715350023492,56.05812804547037,morpho
2026-04-10,USDC,2.5960542289490345,59.70131485666759,morpho
2026-04-17,USDC,4.797908856204702,61.42975882809254,morpho
2026-04-24,USDC,3.3041038058005583,53.52553833337318,morpho
2026-05-01,USDC,3.679107803007,54.495156048569726,morpho
2026-05-08,USDC,4.44166501802878,53.81605326292377,morpho
2026-05-15,USDC,4.000761472785665,54.19005169842516,morpho
2024-05-24,USDT,6.5372244386256,31.93489143216503,morpho
2024-05-31,USDT,8.8745190395472,32.09202403448314,morpho
2024-06-07,USDT,9.183342963873601,31.368670925591935,morpho
2024-06-14,USDT,14.9270612415984,34.49530769208031,morpho
2024-06-21,USDT,17.720701090934398,34.979085239065085,morpho
2024-06-28,USDT,7.724914740072,33.25254218458998,morpho
2024-07-05,USDT,7.5043922527728,35.12885793594668,morpho
2024-07-12,USDT,8.212104060264,34.45945070013783,morpho
2024-07-19,USDT,7.6109166002592,31.898269751113396,morpho
2024-07-26,USDT,8.1122227396416,31.673975050051027,morpho
2024-08-02,USDT,7.452763408886399,32.40444122601889,morpho
2024-08-09,USDT,5.773249439596801,28.781366645140356,morpho
2024-08-16,USDT,5.3835738338304,31.831638344615737,morpho
2024-08-23,USDT,5.063262379084799,31.230087693946786,morpho
2024-08-30,USDT,5.164659884361599,32.875519439599124,morpho
2024-09-06,USDT,6.742302002783999,34.1075636768935,morpho
2024-09-13,USDT,5.955101616456,32.96954664427938,morpho
2024-09-20,USDT,8.8425277101648,31.88294569832254,morpho
2024-09-27,USDT,7.3428858889776,31.425691590993438,morpho
2024-10-04,USDT,6.6673775062368,31.070275023885813,morpho
2024-10-11,USDT,5.4724771354176,30.352929886928454,morpho
2024-10-18,USDT,5.0503506986736,29.59021390109362,morpho
2024-10-25,USDT,9.1419267413808,31.78305657420102,morpho
2024-11-01,USDT,5.5376284363488,31.297838260823625,morpho
2024-11-08,USDT,5.3561610523008,26.075688803791802,morpho
2024-11-15,USDT,6.286414401647999,24.392368762600583,morpho
2024-11-22,USDT,21.4040438753904,23.675172377860342,morpho
2024-11-29,USDT,5.9801061135024,23.854441219493864,morpho
2024-12-06,USDT,8.0902884298752,28.211039647114784,morpho
2024-12-13,USDT,23.493520218657597,29.485135647323453,morpho
2024-12-20,USDT,11.007550156075201,29.868334610777726,morpho
2024-12-27,USDT,7.8641587282464,27.008372190222712,morpho
2025-01-03,USDT,8.6925887259408,30.10246268319538,morpho
2025-01-10,USDT,7.203351227184,32.479071704879345,morpho
2025-01-17,USDT,7.5995439365664,32.53931997072479,morpho
2025-01-24,USDT,12.558382760879999,33.520116453844544,morpho
2025-01-31,USDT,15.9148862079696,34.53643147847736,morpho
2025-02-07,USDT,8.289636237115198,31.741484351493554,morpho
2025-02-14,USDT,6.8443671251808,31.77276190883263,morpho
2025-02-21,USDT,6.193490849784,32.37342812785546,morpho
2025-02-28,USDT,5.934628454716799,34.07778707921415,morpho
2025-03-07,USDT,5.0333876009568,32.373857434706075,morpho
2025-03-14,USDT,4.087299064161601,31.346693236771888,morpho
2025-03-21,USDT,4.6534035567168,32.57008380789205,morpho
2025-03-28,USDT,3.8231871991488005,31.7318731528539,morpho
2025-04-04,USDT,3.6661801553136004,33.28285911263757,morpho
2025-04-11,USDT,3.1506716963376,32.56409262526636,morpho
2025-04-18,USDT,3.160788095088,33.93262218372088,morpho
2025-04-25,USDT,3.0525284224368,33.17464114490916,morpho
2025-05-02,USDT,3.0003629872032,33.0859315560634,morpho
2025-05-09,USDT,2.8877757175728,32.04595382771319,morpho
2025-05-16,USDT,3.6386773605791998,32.36861885460348,morpho
2025-05-23,USDT,3.4460039080656,32.376907963693654,morpho
2025-05-30,USDT,3.2924013961823997,33.12829127861185,morpho
2025-06-06,USDT,3.8396763990864002,33.47346697782992,morpho
2025-06-13,USDT,4.0433615794656,33.30283965333601,morpho
2025-06-20,USDT,3.6061344665568,33.695592658706374,morpho
2025-06-27,USDT,3.4882236804527995,32.618697856364264,morpho
2025-07-04,USDT,3.2241974798304,32.60017152383402,morpho
2025-07-11,USDT,3.2838605896032,31.972750964087478,morpho
2025-07-18,USDT,5.7392610835535995,33.56642098663728,morpho
2025-07-25,USDT,3.7166399565263997,33.5217430633603,morpho
2025-08-01,USDT,3.580145544888,33.75330873348878,morpho
2025-08-08,USDT,4.0896755004384,33.775757138423145,morpho
2025-08-15,USDT,5.493665508408,34.58573354796412,morpho
2025-08-22,USDT,4.710845336875201,34.184498189332366,morpho
2025-08-29,USDT,3.9800361214799995,35.266657499891,morpho
2025-09-05,USDT,4.0083812900784,34.991430331514046,morpho
2025-09-12,USDT,4.484081667038399,33.9689361388445,morpho
2025-09-19,USDT,5.4864351109296,34.29826957049528,morpho
2025-09-26,USDT,4.652306835552,35.16935818358945,morpho
2025-10-03,USDT,8.6938526068272,33.44617575071688,morpho
2025-10-10,USDT,18.86024064132,36.21964382161093,morpho
2025-10-17,USDT,4.0443401194704,32.036293546750876,morpho
2025-10-24,USDT,3.6291848290560003,32.624823171771986,morpho
2025-10-31,USDT,2.5172333467488,30.580091194781488,morpho
2025-11-07,USDT,2.4828703903296,34.1006823374061,morpho
2025-11-14,USDT,2.7071668475136,36.21137372574002,morpho
2025-11-21,USDT,2.9374904839392,35.96884840041228,morpho
2025-11-28,USDT,2.9495254414752,34.59400279514332,morpho
2025-12-05,USDT,6.4179530570304,36.04993276497869,morpho
2025-12-12,USDT,3.609160525512,35.30633707296337,morpho
2025-12-19,USDT,3.1435238348784,34.75813474769128,morpho
2025-12-26,USDT,2.8184361047136,33.93832416085492,morpho
2026-01-02,USDT,2.4628473356111997,33.4095074915173,morpho
2026-01-09,USDT,2.6457542056079997,35.83901024807894,morpho
2026-01-16,USDT,2.798840797992,34.48497906178717,morpho
2026-01-23,USDT,2.786763329928,35.38209891361555,morpho
2026-01-30,USDT,2.8320084864,36.52660136628113,morpho
2026-02-06,USDT,2.6544438652608,33.921312285506595,morpho
2026-02-13,USDT,2.7024802226352,34.17099784154359,morpho
2026-02-20,USDT,4.4888314553712,35.21479116668254,morpho
2026-02-27,USDT,2.6680590160704,32.977751472701534,morpho
2026-03-06,USDT,2.5851305218896,34.74481024249649,morpho
2026-03-13,USDT,2.6146716396768,34.14873634904965,morpho
2026-03-20,USDT,2.6858902525632002,33.9727882902998,morpho
2026-03-27,USDT,3.7128084933600003,35.49534768751461,morpho
2026-04-03,USDT,3.25570631472,35.14360817018176,morpho
2026-04-10,USDT,3.0405159279935994,33.322962692715095,morpho
2026-04-17,USDT,3.1126585456800004,31.90695673765927,morpho
2026-04-24,USDT,3.6387902941487997,31.74284254746882,morpho
2026-05-01,USDT,3.3423216290496,31.03223579300974,morpho
2026-05-08,USDT,4.916402229312,34.170665060711784,morpho
2026-05-15,USDT,3.1208984735904,32.52049088404268,morpho
2026-05-18,USDC,3.7335097212466777,53.97226830857106,morpho
2026-05-18,USDT,9.493030892606399,35.68064798253188,morpho
