date,symbol,borrow_apy,utilization
2024-10-17,USDT,16.6424553011952,93.0431138266981
2024-10-24,USDT,7.8798381404688005,90.85245953687196
2024-10-31,USDT,8.7507790414416,91.07019476201086
2024-11-07,USDT,11.5601353325712,91.77253383480877
2024-11-14,USDT,13.578145048080001,92.27703626363883
2024-11-21,USDT,12.3541211213424,91.97103028224016
2024-11-28,USDT,4.43810014812,89.03333794642992
2024-12-05,USDT,10.59500792916,91.53125198401194
2024-12-12,USDT,25.6838679899568,95.30346699934398
2024-12-19,USDT,4.4016557463216,87.92896215404772
2024-12-26,USDT,9.1442469521232,90.92477851692331
2025-01-02,USDT,8.3296693474128,90.68519686810123
2025-01-09,USDT,5.9276961260496,88.55392261216298
2025-01-16,USDT,5.9981256073008,89.96251226587513
2025-01-23,USDT,12.4285251035952,91.89074267899804
2025-01-30,USDT,6.6874568905584,90.20219320408252
2025-02-06,USDT,8.760084564484801,90.81178957962616
2025-02-13,USDT,5.8266140911488,86.53228194176613
2025-02-20,USDT,5.3421630733728,76.84326152894444
2025-02-27,USDT,5.8446222067584,86.89244420464888
2025-03-06,USDT,4.6399886279712,62.79977263266828
2025-03-13,USDT,4.6863861950304,63.72772395832709
2025-03-20,USDT,4.7989300837392,65.97860174280572
2025-03-27,USDT,4.7384826105744,64.76965227446227
2025-04-03,USDT,4.3011965190384,67.23947488212765
2025-04-10,USDT,3.99177184968,59.81209440060557
2025-04-17,USDT,4.2464070552384,65.9243173083279
2025-04-24,USDT,4.3150401103248,67.57177425435289
2025-05-01,USDT,4.0609644921648,61.47298361804159
2025-05-08,USDT,4.348241800848,68.36874231247386
2025-05-15,USDT,5.4441904219488,90.40115845294648
2025-05-22,USDT,3.9159017777088003,86.97176849279451
2025-05-29,USDT,3.9171039931008,87.0150478425538
2025-06-05,USDT,3.9536320630608004,88.33004782274107
2025-06-12,USDT,4.8849072198048,90.24580200755916
2025-06-19,USDT,3.9312771797376,87.52527853029221
2025-06-26,USDT,3.9353960840832003,87.67355786578041
2025-07-03,USDT,3.8978209968479995,86.3208655220667
2025-07-10,USDT,5.354869769784,90.3763471603807
2025-07-17,USDT,4.0065584367456,90.00181623521564
2025-07-24,USDT,4.8348854063280005,90.23190705959098
